,Avg_Traffic,Hour,Region,Weekday
164,4531.354059473895,6,20,1
165,4508.840030406471,6,21,1
166,4520.213305870584,6,22,1
167,4129.564745483679,6,23,1
168,3975.107364102685,7,0,1
169,4271.054316689743,7,1,1
170,4018.899726584322,7,2,1
171,4245.111638631163,7,3,1
172,3267.4520738597203,7,4,1
173,4057.389925298811,7,5,1
174,3569.2065716453258,7,6,1
175,3676.243448938632,7,7,1
176,4506.663549765536,7,8,1
177,4084.941452294587,7,9,1
178,4146.205998826532,7,10,1
179,4303.725285091732,7,11,1
180,4377.565197198472,7,12,1
181,3797.0961885297097,7,13,1
182,4022.4614365994767,7,14,1
183,3387.197337184611,7,15,1
184,3722.330931949728,7,16,1
185,4201.405220053369,7,17,1
186,4269.919880906312,7,18,1
187,4010.0018246591826,7,19,1
188,3407.8345562415334,7,20,1
189,4084.7472893994486,7,21,1
190,3789.723233481208,7,22,1
191,3960.6168528470075,7,23,1
192,4633.627128138178,8,0,1
193,3905.657307891686,8,1,1
194,4511.269152903762,8,2,1
195,3890.86355908176,8,3,1
196,3978.591872944923,8,4,1
197,4212.427262353064,8,5,1
198,4219.171631008073,8,6,1
199,3740.871318525787,8,7,1
200,3609.5578935232083,8,8,1
201,4155.558900940512,8,9,1
202,3605.2745383190245,8,10,1
203,3494.683016776668,8,11,1
204,3986.3227122729318,8,12,1
205,4016.5453843560294,8,13,1
206,3506.8580987139785,8,14,1
207,3943.518204916016,8,15,1
208,4004.7983897218096,8,16,1
209,4428.850973623102,8,17,1
210,3609.454339968849,8,18,1
211,4580.829750490449,8,19,1
212,3505.9813385130215,8,20,1
213,4069.5265913247813,8,21,1
214,3764.2825191045977,8,22,1
215,3981.8142596991333,8,23,1
216,4095.8908217876574,9,0,1
217,3486.1211004920306,9,1,1
218,4360.385419896722,9,2,1
219,4435.7488126837725,9,3,1
220,3543.788005987761,9,4,1
221,4153.687792297465,9,5,1
222,4465.909133192136,9,6,1
223,4008.9651717793554,9,7,1
224,3393.2839373808483,9,8,1
225,4096.287710296354,9,9,1
226,3547.9113058089,9,10,1
227,3935.3746002625026,9,11,1
228,4778.269612321025,9,12,1
229,3705.968954251727,9,13,1
230,4077.0293243365154,9,14,1
231,4084.316185310417,9,15,1
232,3961.2812120679196,9,16,1
233,4148.041808594875,9,17,1
234,3690.303254980462,9,18,1
235,4282.658554478929,9,19,1
236,4024.6136696475915,9,20,1
237,4228.572084782573,9,21,1
238,4113.472032023013,9,22,1
239,4088.01730257486,9,23,1
240,4224.8081173968685,10,0,1
241,3933.5535391267044,10,1,1
242,3382.2302454338956,10,2,1
243,3543.868500762305,10,3,1
244,4023.006948946811,10,4,1
245,3854.3012156345167,10,5,1
246,3756.8555943112488,10,6,1
247,3964.991630843844,10,7,1
248,4260.67436306859,10,8,1
249,4423.542784404672,10,9,1
250,4595.215388552802,10,10,1
251,3918.8442116559854,10,11,1
252,4150.584012908464,10,12,1
253,3970.770690579034,10,13,1
254,3846.017101962273,10,14,1
255,4382.461325349691,10,15,1
256,3890.433976631743,10,16,1
257,4132.4092346385205,10,17,1
258,3865.6701284794995,10,18,1
259,3959.486629823362,10,19,1
260,4248.208254363645,10,20,1
261,4460.059746758919,10,21,1
262,4060.1625580528926,10,22,1
263,4208.809030362181,10,23,1
264,4172.464046589894,11,0,1
265,4157.511460647115,11,1,1
266,3942.7748427426104,11,2,1
267,4221.813956048656,11,3,1
268,3943.324555627973,11,4,1
269,3872.095716681386,11,5,1
270,3891.717044515349,11,6,1
271,4018.0377212122744,11,7,1
272,3421.5912030649915,11,8,1
273,3818.7468792771715,11,9,1
274,3642.6000554187226,11,10,1
275,4332.49492510419,11,11,1
276,3547.3071294968277,11,12,1
277,3774.605538626391,11,13,1
278,4111.943753670578,11,14,1
279,3763.6439757091725,11,15,1
280,3653.857210659705,11,16,1
281,3103.9444509691893,11,17,1
282,3691.878722835594,11,18,1
283,4153.9987587362,11,19,1
284,4259.058812708713,11,20,1
285,4188.207878707562,11,21,1
286,4555.102483499995,11,22,1
287,4641.820578755579,11,23,1
288,4208.352200452114,12,0,1
289,4353.995857082527,12,1,1
290,4008.6335508076086,12,2,1
291,4814.543621286088,12,3,1
292,3407.266579051022,12,4,1
293,3833.3291372590197,12,5,1
294,4155.052700578436,12,6,1
295,3727.7930067365382,12,7,1
296,3718.602507133936,12,8,1
297,4163.042779192674,12,9,1
298,3869.3087500434144,12,10,1
299,4115.467715236937,12,11,1
300,4105.185003555289,12,12,1
301,4173.18789484142,12,13,1
302,3604.2442590329283,12,14,1
303,4296.040544446948,12,15,1
304,3776.525991138386,12,16,1
305,4045.533070539069,12,17,1
306,3626.054542791172,12,18,1
307,4143.349944090219,12,19,1
308,4337.296956354772,12,20,1
309,3887.3292292624296,12,21,1
310,4026.6502254170123,12,22,1
311,3704.8939151801756,12,23,1
312,4130.921818265158,13,0,1
313,4273.85247827265,13,1,1
314,3664.415454874195,13,2,1
315,4227.561347161147,13,3,1
316,4289.310026403623,13,4,1
317,4020.5127449915776,13,5,1
318,3495.1525208962385,13,6,1
319,3994.9108051399285,13,7,1
320,4372.680804005583,13,8,1
321,4303.383700117283,13,9,1
322,3436.989584302585,13,10,1
323,3659.0486240452324,13,11,1
324,4121.466025536663,13,12,1
325,4504.562885296258,13,13,1
326,4368.301997574762,13,14,1
327,3738.8132547644564,13,15,1
328,3708.458490422637,13,16,1
329,3311.420693022358,13,17,1
330,4410.7947328852515,13,18,1
331,4153.8115973578315,13,19,1
332,4064.0564188608028,13,20,1
333,3920.3424403767785,13,21,1
334,4434.965538561742,13,22,1
335,4231.163855140818,13,23,1
336,3829.4637013835118,14,0,1
337,3987.4264809702067,14,1,1
338,3769.95120586491,14,2,1
339,3855.211881335768,14,3,1
340,3083.7242373476424,14,4,1
341,4188.937247689047,14,5,1
342,3893.641271000387,14,6,1
343,4387.589648360133,14,7,1
344,4297.416409214374,14,8,1
345,4209.529263099408,14,9,1
346,4034.7172357900736,14,10,1
347,3506.430224580487,14,11,1
348,4048.2884689060197,14,12,1
349,4436.265725164851,14,13,1
350,3895.3769453360364,14,14,1
351,3947.1449433157136,14,15,1
352,3682.830568146504,14,16,1
353,4635.02456018729,14,17,1
354,4293.5080225635875,14,18,1
355,4110.57887871328,14,19,1
356,4200.13856439748,14,20,1
357,4170.473205745316,14,21,1
358,3781.87294999126,14,22,1
359,3768.322659240559,14,23,1
360,4335.045834646063,15,0,1
361,4308.59171031247,15,1,1
362,3804.0621407387744,15,2,1
363,3860.22941046572,15,3,1
364,3809.949190019305,15,4,1
365,3750.417421751938,15,5,1
366,4140.296547520788,15,6,1
367,4051.9232395208987,15,7,1
368,3971.972775788954,15,8,1
369,3713.9522307899747,15,9,1
370,3804.1898195017875,15,10,1
371,4348.287953275385,15,11,1
372,4282.282440066687,15,12,1
373,3795.3336881787995,15,13,1
374,3913.1505594611854,15,14,1
375,3744.0737306904107,15,15,1
376,4345.967047538873,15,16,1
377,4271.754194149981,15,17,1
378,4058.400879570175,15,18,1
379,4482.818478370766,15,19,1
380,3965.580801089052,15,20,1
381,3764.3981835870823,15,21,1
382,3664.1158619783673,15,22,1
383,3409.682115460694,15,23,1
384,4339.211884944551,16,0,1
385,3642.4644497816635,16,1,1
386,4085.92840563202,16,2,1
387,4421.300452568983,16,3,1
388,4499.316434977195,16,4,1
389,4469.450003388295,16,5,1
390,3723.675506573674,16,6,1
391,4000.3424864548424,16,7,1
392,4229.152856513006,16,8,1
393,3936.2445236131134,16,9,1
394,3831.113772493769,16,10,1
395,4092.307848436466,16,11,1
396,4327.811543704748,16,12,1
397,4051.5454622404636,16,13,1
398,3988.082875841435,16,14,1
399,4447.29409518365,16,15,1
400,4043.4456696358093,16,16,1
401,4540.064740318808,16,17,1
402,4176.835222726039,16,18,1
403,3741.34097528946,16,19,1
404,4261.162490798885,16,20,1
405,4319.092196017858,16,21,1
406,4207.739000433928,16,22,1
407,3592.3939364906882,16,23,1
408,4111.088949350145,17,0,1
409,4663.606239040553,17,1,1
410,4077.8189746217768,17,2,1
411,3290.999416445664,17,3,1
412,4243.069612130239,17,4,1
413,4292.242698593377,17,5,1
414,3806.332365359436,17,6,1
415,3928.891082418186,17,7,1
416,3853.114554272214,17,8,1
417,3405.3393627298738,17,9,1
418,3719.326613998295,17,10,1
419,4289.155488711889,17,11,1
420,4482.966028933781,17,12,1
421,4206.404642610905,17,13,1
422,3896.449630170767,17,14,1
423,4096.194730251447,17,15,1
424,3804.6143284177606,17,16,1
425,4300.111765229705,17,17,1
426,3734.1296743012117,17,18,1
427,3566.1817513699457,17,19,1
428,4187.172867471406,17,20,1
429,3851.2993509123808,17,21,1
430,3637.781578736173,17,22,1
431,4270.082452168066,17,23,1
432,4307.906359295884,18,0,1
433,4089.512653394141,18,1,1
434,4172.466419096445,18,2,1
435,3750.198383257713,18,3,1
436,3992.9826542468923,18,4,1
437,4366.574748254899,18,5,1
438,4096.661311686428,18,6,1
439,4010.484719092618,18,7,1
440,4278.85348269197,18,8,1
441,4445.669178346125,18,9,1
442,4487.989094007824,18,10,1
443,3937.072447070633,18,11,1
444,3447.843443216394,18,12,1
445,4475.1404407449345,18,13,1
446,4137.887192920014,18,14,1
447,4308.859701385498,18,15,1
448,3720.4777678377454,18,16,1
449,4234.440628865879,18,17,1
450,4277.596260102463,18,18,1
451,3804.1687047855835,18,19,1
452,3969.3793880869443,18,20,1
453,3819.506032343247,18,21,1
454,3979.2174837796956,18,22,1
455,4554.692584178701,18,23,1
456,3739.0138688770703,19,0,1
457,4209.393511744219,19,1,1
458,3640.4672052958913,19,2,1
459,4646.648293277257,19,3,1
460,4675.033615930138,19,4,1
461,4048.9449181623627,19,5,1
462,4161.732282340367,19,6,1
463,3853.8251710279123,19,7,1
464,3938.44477615262,19,8,1
465,3855.92739378319,19,9,1
466,3984.1227948045153,19,10,1
467,3905.5442632570166,19,11,1
468,4383.628202658119,19,12,1
469,3848.912758409683,19,13,1
470,3806.8723698734034,19,14,1
471,3945.784084284702,19,15,1
472,4196.021215844807,19,16,1
473,4189.845814244091,19,17,1
474,4139.456494910446,19,18,1
475,3474.558098850551,19,19,1
476,4027.717825848796,19,20,1
477,3765.540723199885,19,21,1
478,4273.8787204134205,19,22,1
479,3734.4957950282674,19,23,1
480,4346.897275573431,20,0,1
481,4365.170605086518,20,1,1
482,3813.956783535611,20,2,1
483,4069.0564427703293,20,3,1
484,4047.617243939236,20,4,1
485,3829.2834281346945,20,5,1
486,4488.611692366545,20,6,1
487,4462.652487966162,20,7,1
488,3728.6803691876084,20,8,1
489,3726.1601999799727,20,9,1
490,3953.0729262842524,20,10,1
491,4377.906913009296,20,11,1
492,4148.846315476394,20,12,1
493,4252.481202335719,20,13,1
494,4060.5137284769407,20,14,1
495,4304.217935427969,20,15,1
496,3982.826323840718,20,16,1
497,4225.407063406941,20,17,1
498,3677.0941656741834,20,18,1
499,3930.533717681483,20,19,1
500,3518.122127843004,20,20,1
501,4032.336779373073,20,21,1
502,4321.947208661486,20,22,1
503,4230.013115979688,20,23,1
504,3682.002834799022,21,0,1
505,3952.038195731059,21,1,1
506,3901.068955807372,21,2,1
507,4169.201187113615,21,3,1
508,4075.1353926380125,21,4,1
509,4071.00531997403,21,5,1
510,4467.911906531419,21,6,1
511,4181.813815589332,21,7,1
512,4437.6643113020045,21,8,1
513,4057.799343990909,21,9,1
514,4194.742925551643,21,10,1
515,4029.655600451941,21,11,1
516,3704.887148173619,21,12,1
517,3777.399183254638,21,13,1
518,3763.3883790115915,21,14,1
519,3534.1652144633335,21,15,1
520,4055.3988823015798,21,16,1
521,3854.7431815467394,21,17,1
522,4156.340280851144,21,18,1
523,4042.0756233959887,21,19,1
524,3972.3497871507775,21,20,1
525,4037.6465254190534,21,21,1
526,4198.89588853464,21,22,1
527,3851.6758667008435,21,23,1
528,3849.9554362667013,22,0,1
529,3790.4504809271803,22,1,1
530,3550.233027543466,22,2,1
531,3938.4348185197396,22,3,1
532,4342.695341656128,22,4,1
533,4064.928326003147,22,5,1
534,3771.312025348436,22,6,1
535,4302.765821803288,22,7,1
536,4148.130184389151,22,8,1
537,4036.9984451710843,22,9,1
538,4142.280781893349,22,10,1
539,3746.721749451722,22,11,1
540,4124.259077228624,22,12,1
541,3761.1549455692407,22,13,1
542,3745.4332402391415,22,14,1
543,4503.003702713123,22,15,1
544,3530.7680881475053,22,16,1
545,3947.7907159562324,22,17,1
546,4123.685498989605,22,18,1
547,4065.332130465692,22,19,1
548,3983.193823598591,22,20,1
549,3545.0098150988674,22,21,1
550,4035.014114760949,22,22,1
551,3734.711684753287,22,23,1
552,3818.60435540345,23,0,1
553,4817.035967645914,23,1,1
554,4642.526143504761,23,2,1
555,4065.6365916670106,23,3,1
556,3958.046802709986,23,4,1
557,4001.006596281455,23,5,1
558,4006.6861840500774,23,6,1
559,3867.5049377712066,23,7,1
560,3592.0366785041783,23,8,1
561,4628.464182796452,23,9,1
562,4136.639855541895,23,10,1
563,4475.160447945219,23,11,1
564,3832.37459572073,23,12,1
565,3922.328635816741,23,13,1
566,4038.1962046927133,23,14,1
567,4069.757242144429,23,15,1
568,3939.989630240857,23,16,1
569,3922.180007343584,23,17,1
570,3778.0287008760697,23,18,1
571,4015.6460173113373,23,19,1
572,4103.565460257659,23,20,1
573,4103.982138068424,23,21,1
574,3976.48798246002,23,22,1
575,3688.1894430607636,23,23,1
576,4092.1093942084585,0,0,2
577,4074.0903695801885,0,1,2
578,3963.0235448274807,0,2,2
579,4329.67936102093,0,3,2
580,3946.0506096343984,0,4,2
581,4353.08803202955,0,5,2
582,4256.29413413586,0,6,2
583,3655.227647041848,0,7,2
584,3977.743803005428,0,8,2
585,4344.2437613731845,0,9,2
586,3796.1279253452553,0,10,2
587,3909.3139470319265,0,11,2
588,4652.465973627521,0,12,2
589,3890.498058597124,0,13,2
590,3643.0381229906634,0,14,2
591,4660.004825971193,0,15,2
592,4057.22883392287,0,16,2
593,3795.3623233078397,0,17,2
594,4483.872054950538,0,18,2
595,3416.012309011857,0,19,2
596,3806.969713818122,0,20,2
597,4360.1779542951435,0,21,2
598,4453.161841291593,0,22,2
599,4328.084823996081,0,23,2
600,4211.568477892275,1,0,2
601,4097.587600707387,1,1,2
602,3847.02367258816,1,2,2
603,4166.503449251564,1,3,2
604,3873.477334196047,1,4,2
605,4090.07169485054,1,5,2
606,4158.282859782401,1,6,2
607,3964.2554367321413,1,7,2
608,4231.698429530318,1,8,2
609,4176.569925742913,1,9,2
610,3405.2759030132793,1,10,2
611,4011.653916701531,1,11,2
612,3807.6873415184073,1,12,2
613,3956.626005590288,1,13,2
614,3848.8097966340024,1,14,2
615,3572.4233606116522,1,15,2
616,4228.494279525545,1,16,2
617,4022.712539530928,1,17,2
618,4718.1656473654075,1,18,2
619,4266.127046284725,1,19,2
620,4011.4492547911145,1,20,2
621,4746.859694786019,1,21,2
622,4684.785438913925,1,22,2
623,4709.32830655332,1,23,2
624,4275.984699096738,2,0,2
625,4415.318032500646,2,1,2
626,4167.999334138683,2,2,2
627,3665.384872651164,2,3,2
628,4071.093987603893,2,4,2
629,4092.9967654189495,2,5,2
630,3694.96892556587,2,6,2
631,3896.461838187617,2,7,2
632,3992.138295959156,2,8,2
633,3625.083837239071,2,9,2
634,4313.580634425898,2,10,2
635,4341.918086101755,2,11,2
636,4184.285925087813,2,12,2
637,4147.522435712558,2,13,2
638,3766.612953141633,2,14,2
639,4039.650761560589,2,15,2
640,4056.8072557641026,2,16,2
641,3502.6989943484105,2,17,2
642,4186.525989513067,2,18,2
643,4200.793181756004,2,19,2
644,4271.400000651108,2,20,2
645,4137.543665379714,2,21,2
646,4073.792691658983,2,22,2
647,3892.5123194481516,2,23,2
648,4121.604541851708,3,0,2
649,3440.5586547473636,3,1,2
650,3909.8262258699224,3,2,2
651,4078.4163505209285,3,3,2
652,4287.225985395974,3,4,2
653,4257.266418110958,3,5,2
654,4100.516310010926,3,6,2
655,3775.0079117901973,3,7,2
656,4674.526877720812,3,8,2
657,4337.3771470266765,3,9,2
658,3695.4841704886258,3,10,2
659,4693.104906419707,3,11,2
660,4064.5590533323398,3,12,2
661,3611.322531550678,3,13,2
662,3581.1825657189247,3,14,2
663,3820.3729644721307,3,15,2
664,3718.7214779977,3,16,2
665,3942.1814159461537,3,17,2
666,4060.213269174663,3,18,2
667,3893.9311733162112,3,19,2
668,3884.993490323497,3,20,2
669,3922.9636704262043,3,21,2
670,4170.69954527139,3,22,2
671,3813.1622089612824,3,23,2
672,4184.161505406272,4,0,2
673,3879.801952221284,4,1,2
674,3730.3116245904043,4,2,2
675,4463.243157016748,4,3,2
676,4607.063522399527,4,4,2
677,4255.587371303525,4,5,2
678,3858.225733547572,4,6,2
679,4245.748782882169,4,7,2
680,3709.950734931383,4,8,2
681,3845.345662189503,4,9,2
682,4807.548179039086,4,10,2
683,3582.04693667914,4,11,2
684,3771.8116826853397,4,12,2
685,4219.149984658357,4,13,2
686,4351.936124429492,4,14,2
687,3809.4093562046346,4,15,2
688,4310.759128171197,4,16,2
689,3808.677084210371,4,17,2
690,3862.4443421446545,4,18,2
691,3616.729380395096,4,19,2
692,3709.2468255546155,4,20,2
693,4193.005119043097,4,21,2
694,3923.1259081439507,4,22,2
695,3960.3214464384373,4,23,2
696,3893.1627961254,5,0,2
697,3808.1955368887648,5,1,2
698,3312.583932853361,5,2,2
699,4243.071815082612,5,3,2
700,4479.7101373073465,5,4,2
701,3782.6001866941187,5,5,2
702,4548.350162576097,5,6,2
703,4063.522561902739,5,7,2
704,3586.2780623141593,5,8,2
705,3888.315886592263,5,9,2
706,3869.470344918584,5,10,2
707,4427.871111369406,5,11,2
708,4161.512016595634,5,12,2
709,3887.3838003104943,5,13,2
710,4107.246941048316,5,14,2
711,4479.514986638717,5,15,2
712,4425.412566186724,5,16,2
713,4044.130393401262,5,17,2
714,3906.663644395252,5,18,2
715,4437.097277861406,5,19,2
716,4044.377458188563,5,20,2
717,3861.475844500785,5,21,2
718,4401.306019326108,5,22,2
719,4511.111139401757,5,23,2
720,4377.690462308281,6,0,2
721,3592.672199735908,6,1,2
722,3908.6062494644702,6,2,2
723,3698.499287341179,6,3,2
724,3554.065581360771,6,4,2
725,4282.381491805181,6,5,2
726,4146.684468561833,6,6,2
727,3770.2928211327335,6,7,2
728,3823.9243865843737,6,8,2
729,3630.4733561845287,6,9,2
730,4360.289656283159,6,10,2
731,4226.9037980363,6,11,2
732,4179.735305865845,6,12,2
733,3616.2417496814837,6,13,2
734,4023.71973831568,6,14,2
735,3930.2825426888367,6,15,2
736,3844.338111885135,6,16,2
737,4270.8487286332565,6,17,2
738,4755.491177387989,6,18,2
739,4396.475095742988,6,19,2
740,4197.305692085289,6,20,2
741,4063.870142985965,6,21,2
742,3764.5907466959106,6,22,2
743,3884.5095844131374,6,23,2
744,3909.9117345213317,7,0,2
745,4127.487721890663,7,1,2
746,3751.000591959505,7,2,2
747,3875.407860565872,7,3,2
748,3807.7514130466852,7,4,2
749,3650.5530218584063,7,5,2
750,3707.3260986298615,7,6,2
751,3975.5756392422445,7,7,2
752,3828.5261651867268,7,8,2
753,4392.0828430159545,7,9,2
754,4171.809592813014,7,10,2
755,4050.7405459627425,7,11,2
756,4433.657514683325,7,12,2
757,3515.365381735882,7,13,2
758,4606.117913698826,7,14,2
759,3851.397368504757,7,15,2
760,4198.418495321506,7,16,2
761,3759.925396619675,7,17,2
762,4365.170425452642,7,18,2
763,3834.039033069002,7,19,2
764,3819.447960332023,7,20,2
765,4211.170925352702,7,21,2
766,3738.4298591983566,7,22,2
767,4035.1760979734577,7,23,2
768,4047.0334375034263,8,0,2
769,3628.0945967570865,8,1,2
770,3914.294122452247,8,2,2
771,4340.741853690424,8,3,2
772,4662.238227757104,8,4,2
773,3805.020813995012,8,5,2
774,4026.1146985670343,8,6,2
775,3995.2984594815093,8,7,2
776,4103.703208475311,8,8,2
777,3460.979998738515,8,9,2
778,4525.691661796817,8,10,2
779,4200.01809213763,8,11,2
780,4709.096602474805,8,12,2
781,3625.121894009784,8,13,2
782,3745.4293195349874,8,14,2
783,4175.970876926911,8,15,2
784,3927.929109230427,8,16,2
785,3834.2723161860345,8,17,2
786,4864.5627148168105,8,18,2
787,3531.5269809056886,8,19,2
788,3992.4343755834193,8,20,2
789,3797.0169331908332,8,21,2
790,3943.983510867845,8,22,2
791,3816.252842263758,8,23,2
792,4377.249387202763,9,0,2
793,4055.872079181576,9,1,2
794,3922.3809766767145,9,2,2
795,3997.6030597874546,9,3,2
796,3679.115308773549,9,4,2
797,4075.1196803610123,9,5,2
798,3996.9607791494977,9,6,2
799,3752.4804680225607,9,7,2
800,3951.937874735819,9,8,2
801,4054.113791106127,9,9,2
802,3562.244463192515,9,10,2
803,3812.2767376723855,9,11,2
804,3900.3535496018594,9,12,2
805,3744.4882940443676,9,13,2
806,3902.853100233705,9,14,2
807,4325.94751976416,9,15,2
808,4209.783025610423,9,16,2
809,4043.3346195651616,9,17,2
810,3490.006449807049,9,18,2
811,3909.833517708501,9,19,2
812,4578.647553393516,9,20,2
813,4240.032975605814,9,21,2
814,4036.8915674862137,9,22,2
815,3890.583311859291,9,23,2
816,3951.7052970750747,10,0,2
817,3779.060997723289,10,1,2
818,4226.278349995629,10,2,2
819,3737.511817975931,10,3,2
820,3872.154066040635,10,4,2
821,4084.470788352972,10,5,2
822,4064.9204236386704,10,6,2
823,4063.100680176056,10,7,2
824,3724.848839879277,10,8,2
825,3589.8581356951313,10,9,2
826,4029.3050336448937,10,10,2
827,3785.459298690427,10,11,2
828,3828.101083360116,10,12,2
829,4113.194206271152,10,13,2
830,4220.1073636281635,10,14,2
831,4134.472238592561,10,15,2
832,3759.387532024305,10,16,2
833,4024.493238082237,10,17,2
834,3835.7682619155125,10,18,2
835,4173.112673032704,10,19,2
836,4801.648923128451,10,20,2
837,3908.35231300822,10,21,2
838,3559.1466183771613,10,22,2
839,4430.233615055049,10,23,2
840,3731.0350955567033,11,0,2
841,3752.71467405125,11,1,2
842,4064.3390544702324,11,2,2
843,3808.9897295087667,11,3,2
844,3954.17673234002,11,4,2
845,4006.923838183103,11,5,2
846,4409.584845781402,11,6,2
847,4610.687382427001,11,7,2
848,3646.868642920935,11,8,2
849,4432.705024034694,11,9,2
850,3894.065829998108,11,10,2
851,3997.2949593494936,11,11,2
852,4278.111493448631,11,12,2
853,3828.4071664048433,11,13,2
